33.3001563, 35.1016242
33.2983707, 35.1012009
33.3182871, 35.0983934
33.3279319, 35.0968357
33.3363448, 35.0972569
33.3548018, 35.0996433
33.3562612, 35.1025911
33.3567763, 35.1049072
33.3596951, 35.1057494
33.3620988, 35.1130481
33.3625966, 35.1211129
33.3643198, 35.1253986
33.3656870, 35.1303747
33.3663738, 35.1379518
33.3674040, 35.1418804
33.3687775, 35.1460894
33.3694643, 35.1491758
33.3694643, 35.1519816
33.3708378, 35.1556289
33.3701511, 35.1578733
33.3694643, 35.1626426
33.3680908, 35.1648868
33.3667172, 35.1671310
33.3642687, 35.1697085
33.3638609, 35.1698312
33.3635605, 35.1698137
33.3629596, 35.1698312
33.3625303, 35.1697961
33.3617792, 35.1698838
33.3614143, 35.1699539
33.3613070, 35.1699715
33.3608437, 35.1700801
33.3606988, 35.1701415
33.3604252, 35.1702774
33.3602320, 35.1703650
33.3600603, 35.1704395
33.3598833, 35.1705053
33.3597009, 35.1705316
33.3594427, 35.1706544
33.3578974, 35.1699530
33.3566097, 35.1696022
33.3552362, 35.1693918
33.3542919, 35.1691112
33.3534334, 35.1686903
33.3524891, 35.1677784
33.3519740, 35.1667262
33.3502571, 35.1649725
33.3491411, 35.1639904
33.3471666, 35.1623769
33.3454497, 35.1611142
33.3433035, 35.1588692
33.3406423, 35.1562033
33.3385820, 35.1537478
33.3368650, 35.1519236
33.3352340, 35.1500994
33.3349249, 35.1489206
33.3341523, 35.1468157
33.3333797, 35.1454825
33.3325212, 35.1435179
33.3311477, 35.1415531
33.3298600, 35.1397989
33.3292590, 35.1380446
33.3289157, 35.1365007
33.3277138, 35.1348165
33.3269412, 35.1326411
33.3256535, 35.1312375
33.3258674, 35.1305783
33.3231117, 35.1268377
33.3223391, 35.1250480
33.3179609, 35.1211176
33.3134196, 35.1187172
33.3105008, 35.1159797
33.3080971, 35.1144706
33.3057364, 35.1109959
33.3039336, 35.1083986
33.3031610, 35.1066787
33.3027747, 35.1048886
33.3014870, 35.1029230
33.3008002, 35.1021507
33.3001563, 35.1016242
